area_name,city,latitude,longitude,street_light,crowd,crime_area,nearby_shop,open_businesses,recent_crime_reports,crime_type,timestamp,safety_score
Camp,Pune,18.534886,73.901541,good,low,low,False,5,2,harassment,2026-03-02 16:57,71
Hinjewadi,Pune,18.535079,73.881932,good,medium,low,True,14,1,robbery,2026-07-14 12:53,97
Pashan,Pune,18.561113,73.858825,good,low,high,True,21,4,snatching,2026-05-30 03:04,43
Camp,Pune,18.522229,73.762428,moderate,low,high,True,5,6,snatching,2026-06-09 15:18,27
Camp,Pune,18.623393,73.923487,good,low,medium,True,11,8,none,2026-05-29 20:42,46
Chinchwad,Pune,18.567822,73.891062,good,low,low,True,9,4,robbery,2026-01-08 16:13,73
MG Road,Pune,18.595525,73.712486,good,medium,low,False,26,0,theft,2026-06-25 23:06,92
Chinchwad,Pune,18.473649,73.821267,poor,high,medium,False,15,7,harassment,2026-09-02 23:40,36
Hinjewadi,Pune,18.530369,73.860748,good,high,high,False,17,0,theft,2026-07-04 19:01,62
Wakad,Pune,18.582564,73.743517,poor,medium,low,False,1,5,snatching,2026-09-17 06:46,57
Shivaji Nagar,Pune,18.506211,73.752242,good,high,high,True,13,6,none,2026-05-13 06:23,52
Pashan,Pune,18.592889,73.859922,moderate,medium,high,True,34,0,theft,2026-09-16 08:54,60
Baner,Pune,18.506726,73.909192,poor,low,medium,True,28,4,harassment,2026-04-18 05:16,38
MG Road,Pune,18.455242,73.756612,good,high,high,False,25,5,harassment,2026-11-14 07:11,47
Chinchwad,Pune,18.554286,73.752102,good,high,medium,True,40,2,snatching,2026-05-21 05:01,79
Kharadi,Pune,18.609638,73.912245,good,medium,high,False,4,2,theft,2026-06-01 17:45,56
Pashan,Pune,18.515856,73.90313,moderate,low,high,False,17,3,snatching,2026-11-27 09:13,28
Yerwada,Pune,18.487539,73.780542,moderate,low,low,False,4,7,harassment,2026-06-29 16:08,46
Pimpri,Pune,18.52994,73.83718,good,medium,high,False,8,8,none,2026-04-13 14:45,38
Kharadi,Pune,18.585877,73.794936,good,high,high,True,7,4,snatching,2026-05-17 01:15,58
Hinjewadi,Pune,18.558367,73.842071,moderate,medium,medium,True,4,8,theft,2026-07-13 17:26,51
Hinjewadi,Pune,18.572819,73.758268,moderate,low,low,False,12,6,theft,2026-11-26 10:29,49
Pashan,Pune,18.523564,73.921326,moderate,high,low,True,6,2,none,2026-11-21 14:03,84
MG Road,Pune,18.467977,73.872325,poor,medium,low,False,9,4,snatching,2026-06-05 01:18,60
Kothrud,Pune,18.58019,73.820427,good,low,medium,True,9,8,harassment,2026-08-12 21:00,46
MG Road,Pune,18.63494,73.746304,good,low,medium,False,36,8,theft,2026-04-28 18:26,38
MG Road,Pune,18.534254,73.876366,moderate,medium,low,True,30,3,snatching,2026-04-03 02:12,81
Baner,Pune,18.466151,73.872283,moderate,high,high,False,7,5,harassment,2026-01-09 09:27,37
MG Road,Pune,18.511123,73.810499,moderate,low,medium,False,34,7,robbery,2026-02-05 02:16,31
Kharadi,Pune,18.503452,73.726406,poor,high,low,True,2,6,theft,2026-02-26 14:21,62
Kothrud,Pune,18.499209,73.728766,good,low,low,True,0,5,none,2026-10-06 23:05,70
Kothrud,Pune,18.458151,73.887746,moderate,high,high,False,5,3,theft,2026-05-05 21:00,43
Baner,Pune,18.60192,73.766786,poor,medium,low,True,28,3,none,2026-11-22 21:49,71
Kharadi,Pune,18.484993,73.806075,moderate,low,high,True,9,6,harassment,2026-09-22 06:30,27
Hinjewadi,Pune,18.643581,73.767977,good,medium,high,False,28,0,snatching,2026-04-20 04:07,62
Viman Nagar,Pune,18.46441,73.908538,good,high,high,True,3,0,snatching,2026-06-16 14:05,70
Chinchwad,Pune,18.497735,73.803657,good,medium,low,False,26,4,harassment,2026-10-28 04:49,80
Aundh,Pune,18.484992,73.750364,moderate,high,low,True,15,0,robbery,2026-11-13 07:18,90
Yerwada,Pune,18.549076,73.862594,poor,medium,high,False,9,4,none,2026-04-25 01:31,30
Shivaji Nagar,Pune,18.607764,73.87987,moderate,high,high,True,36,1,theft,2026-05-06 05:08,57
Chinchwad,Pune,18.477204,73.936158,good,high,high,False,26,5,snatching,2026-10-14 03:09,47
Hadapsar,Pune,18.457917,73.838329,good,low,low,False,34,5,none,2026-07-24 17:28,62
Chinchwad,Pune,18.621955,73.781117,good,medium,high,True,10,5,harassment,2026-03-02 04:05,55
Aundh,Pune,18.525158,73.796083,poor,high,high,False,17,7,snatching,2026-05-23 12:29,21
Viman Nagar,Pune,18.510778,73.707802,good,high,medium,True,25,3,harassment,2026-02-21 03:15,76
Hinjewadi,Pune,18.498263,73.815116,moderate,medium,low,False,13,5,theft,2026-08-20 23:46,67
Wakad,Pune,18.544805,73.726685,moderate,high,medium,False,38,1,snatching,2026-11-23 01:05,64
Wakad,Pune,18.570003,73.756707,moderate,high,high,False,36,7,none,2026-10-24 23:10,31
Hadapsar,Pune,18.619456,73.947394,good,low,medium,True,10,6,snatching,2026-10-17 19:16,52
Wakad,Pune,18.465158,73.743837,moderate,high,low,False,22,4,theft,2026-01-17 00:10,70
Shivaji Nagar,Pune,18.492806,73.860533,good,medium,medium,False,40,8,robbery,2026-03-27 17:02,53
Pimpri,Pune,18.538318,73.776706,good,medium,high,False,15,5,robbery,2026-04-11 00:33,47
Pashan,Pune,18.623218,73.727336,poor,low,low,True,3,2,none,2026-04-27 17:08,59
Kharadi,Pune,18.576769,73.853575,moderate,high,high,False,20,1,theft,2026-06-21 21:07,49
Camp,Pune,18.483896,73.778979,good,high,high,False,28,4,theft,2026-06-14 21:50,50
Aundh,Pune,18.573658,73.828489,poor,medium,medium,False,14,6,snatching,2026-06-23 19:06,39
Camp,Pune,18.61153,73.79772,moderate,medium,low,False,15,5,robbery,2026-08-17 17:30,67
MG Road,Pune,18.497553,73.790954,moderate,high,medium,True,16,6,robbery,2026-12-13 14:05,57
Chinchwad,Pune,18.54498,73.937304,poor,low,medium,True,7,3,robbery,2026-05-10 00:17,41
Yerwada,Pune,18.497858,73.846771,good,low,medium,False,30,4,snatching,2026-11-11 17:29,50
Kharadi,Pune,18.516371,73.846069,poor,medium,high,True,28,1,harassment,2026-01-30 21:06,47
Camp,Pune,18.468338,73.943175,moderate,low,low,False,24,6,harassment,2026-02-20 11:44,49
Chinchwad,Pune,18.622869,73.732253,moderate,high,high,True,25,3,harassment,2026-07-09 00:56,51
Hadapsar,Pune,18.464737,73.90386,good,low,medium,False,16,5,none,2026-11-12 20:40,47
Hadapsar,Pune,18.631406,73.944504,poor,medium,low,False,14,6,harassment,2026-03-09 16:42,54
Aundh,Pune,18.5378,73.754574,good,high,medium,True,32,0,theft,2026-01-02 14:18,85
Hinjewadi,Pune,18.525387,73.900791,poor,high,medium,False,31,5,robbery,2026-12-12 13:00,42
Baner,Pune,18.598967,73.715895,good,low,medium,False,27,8,snatching,2026-04-18 16:51,38
Kharadi,Pune,18.539789,73.714692,good,low,low,True,34,2,none,2026-09-27 00:21,79
Aundh,Pune,18.488504,73.747115,moderate,medium,low,True,40,1,theft,2026-10-22 18:31,87
Hinjewadi,Pune,18.482365,73.782449,good,low,low,True,19,3,theft,2026-10-14 05:21,76
Shivaji Nagar,Pune,18.602749,73.917527,moderate,high,high,False,20,3,snatching,2026-06-29 16:28,43
Kharadi,Pune,18.552263,73.797673,poor,high,high,False,9,7,harassment,2026-04-24 01:33,21
Wakad,Pune,18.542446,73.791122,poor,medium,low,False,2,6,theft,2026-06-06 14:35,54
Pimpri,Pune,18.608166,73.844806,moderate,high,high,True,31,5,theft,2026-08-27 08:17,45
Kharadi,Pune,18.542141,73.882067,moderate,medium,low,False,17,2,none,2026-04-25 10:29,76
Pimpri,Pune,18.605301,73.880726,moderate,medium,high,True,22,6,theft,2026-09-04 09:53,42
Wakad,Pune,18.552966,73.842144,good,high,low,True,7,7,harassment,2026-04-09 10:00,79
Pimpri,Pune,18.57894,73.786786,moderate,medium,medium,False,6,7,snatching,2026-03-25 03:26,46
Kothrud,Pune,18.535538,73.848148,moderate,high,high,True,29,5,harassment,2026-07-22 07:40,45
Viman Nagar,Pune,18.617521,73.846329,poor,low,low,False,6,8,none,2026-07-02 04:23,33
Aundh,Pune,18.590228,73.841297,good,low,medium,False,10,3,harassment,2026-04-05 15:10,53
Chinchwad,Pune,18.641393,73.911292,moderate,medium,low,False,27,1,theft,2026-03-15 08:58,79
MG Road,Pune,18.602081,73.900692,moderate,medium,medium,True,36,5,theft,2026-05-13 18:37,60
Kothrud,Pune,18.635234,73.736043,good,low,low,False,38,1,none,2026-10-05 19:50,74
Hinjewadi,Pune,18.635716,73.940715,good,medium,high,False,23,6,harassment,2026-07-31 23:19,44
Pashan,Pune,18.62367,73.858669,good,high,low,True,5,4,snatching,2026-04-21 10:29,88
Wakad,Pune,18.506519,73.782146,good,high,medium,False,10,7,theft,2026-08-14 23:10,56
MG Road,Pune,18.618836,73.892225,good,medium,high,False,12,1,none,2026-02-01 14:03,59
Yerwada,Pune,18.550566,73.919598,moderate,low,medium,True,3,1,harassment,2026-01-23 03:05,57
Kharadi,Pune,18.615698,73.716757,good,low,medium,False,6,8,theft,2026-12-10 11:34,38
Kothrud,Pune,18.634016,73.73253,moderate,medium,low,True,37,1,harassment,2026-09-21 17:23,87
Aundh,Pune,18.635523,73.824962,good,high,low,False,22,7,snatching,2026-09-06 03:49,71
Hinjewadi,Pune,18.456801,73.91117,moderate,low,high,False,2,7,harassment,2026-08-27 04:23,16
Pashan,Pune,18.479246,73.929967,poor,high,low,True,27,7,robbery,2026-10-13 18:52,59
MG Road,Pune,18.556635,73.81153,good,high,medium,True,33,0,harassment,2026-09-20 14:42,85
Kothrud,Pune,18.628131,73.725172,poor,medium,low,True,28,1,theft,2026-03-23 23:36,77
Hinjewadi,Pune,18.565902,73.821718,poor,medium,high,False,16,5,none,2026-07-14 16:11,27
Camp,Pune,18.545039,73.787956,poor,low,low,False,27,4,harassment,2026-03-23 17:36,45
Baner,Pune,18.572056,73.819941,poor,high,high,False,22,0,harassment,2026-08-17 04:24,42
Pimpri,Pune,18.641929,73.751752,good,high,medium,True,5,6,snatching,2026-10-25 23:29,67
Pashan,Pune,18.507029,73.930234,poor,high,high,True,5,5,harassment,2026-07-23 00:02,35
Aundh,Pune,18.567121,73.71477,good,medium,low,True,18,8,none,2026-04-29 08:25,76
Hadapsar,Pune,18.455518,73.772001,poor,low,medium,False,37,8,none,2026-11-11 21:34,18
Aundh,Pune,18.497213,73.842847,moderate,medium,high,True,17,6,robbery,2026-01-15 22:56,42
Pimpri,Pune,18.593613,73.772994,good,low,low,True,35,1,none,2026-01-08 00:11,82
Chinchwad,Pune,18.568605,73.769845,moderate,high,high,False,18,2,harassment,2026-08-27 19:09,46
Shivaji Nagar,Pune,18.601482,73.742922,poor,high,high,False,27,1,none,2026-02-19 03:22,39
Wakad,Pune,18.522667,73.906068,good,high,medium,True,2,4,robbery,2026-09-03 06:53,73
Baner,Pune,18.648784,73.747802,good,medium,medium,False,20,4,harassment,2026-08-25 20:38,65
Hadapsar,Pune,18.472469,73.764661,poor,medium,medium,False,14,3,snatching,2026-01-24 18:19,48
Viman Nagar,Pune,18.458258,73.719972,good,high,low,True,36,0,none,2026-09-25 10:32,100
Wakad,Pune,18.532068,73.904047,poor,low,high,True,21,3,robbery,2026-08-10 02:07,26
Kharadi,Pune,18.524947,73.758785,good,high,high,False,21,4,robbery,2026-12-01 00:56,50
Wakad,Pune,18.533507,73.840789,good,medium,low,True,39,6,robbery,2026-07-09 20:18,82
Chinchwad,Pune,18.629837,73.906721,good,low,low,True,29,1,harassment,2026-09-19 01:57,82
Kothrud,Pune,18.562146,73.704492,moderate,high,high,False,36,5,harassment,2026-07-13 11:20,37
Chinchwad,Pune,18.511322,73.877786,poor,low,low,False,9,1,harassment,2026-03-10 13:40,54
Yerwada,Pune,18.610247,73.751077,good,low,high,True,39,0,none,2026-01-19 09:28,55
Chinchwad,Pune,18.564377,73.720386,good,medium,low,False,13,1,harassment,2026-03-14 10:15,89
Kharadi,Pune,18.559578,73.721484,poor,low,low,False,26,4,snatching,2026-09-20 20:53,45
Pimpri,Pune,18.460273,73.87873,poor,medium,high,True,36,7,harassment,2026-09-11 21:10,29
Pashan,Pune,18.582687,73.893345,poor,high,low,False,34,5,none,2026-05-08 03:55,57
Viman Nagar,Pune,18.563999,73.864091,poor,low,high,False,18,0,none,2026-03-14 01:19,27
Hinjewadi,Pune,18.457756,73.709647,moderate,medium,high,True,29,4,harassment,2026-09-09 11:12,48
Aundh,Pune,18.48106,73.89579,poor,low,medium,False,39,3,none,2026-08-20 21:39,33
Camp,Pune,18.494332,73.889452,moderate,low,medium,True,9,3,theft,2026-09-01 08:09,51
Camp,Pune,18.555187,73.753742,good,medium,low,False,31,6,snatching,2026-11-25 14:20,74
Kharadi,Pune,18.461031,73.946803,poor,medium,low,True,36,1,harassment,2026-01-27 08:54,77
Baner,Pune,18.63439,73.754853,poor,high,high,True,39,2,harassment,2026-08-17 18:41,44
Hinjewadi,Pune,18.493794,73.714992,poor,medium,medium,True,4,2,none,2026-06-06 18:18,59
Wakad,Pune,18.614694,73.894954,poor,high,high,True,22,3,none,2026-07-25 22:57,41
Chinchwad,Pune,18.470847,73.829482,moderate,low,medium,False,10,5,robbery,2026-11-24 04:43,37
Hadapsar,Pune,18.458582,73.723601,moderate,medium,low,True,19,6,theft,2026-01-10 06:35,72
Chinchwad,Pune,18.63938,73.829547,moderate,high,low,False,29,4,none,2026-09-11 10:21,70
Wakad,Pune,18.551886,73.931555,poor,low,medium,False,13,8,robbery,2026-03-02 11:26,18
Wakad,Pune,18.509565,73.802401,poor,low,low,True,5,1,robbery,2026-11-17 09:21,62
Aundh,Pune,18.573245,73.790809,good,low,medium,True,29,7,harassment,2026-08-18 01:54,49
Yerwada,Pune,18.647761,73.816377,moderate,high,high,True,25,8,none,2026-07-16 22:07,36
Kothrud,Pune,18.535764,73.857139,moderate,high,low,False,20,6,none,2026-06-10 05:45,64
Hadapsar,Pune,18.54072,73.852619,good,medium,low,False,19,0,robbery,2026-06-24 21:19,92
Hadapsar,Pune,18.488143,73.775293,good,high,low,False,26,1,none,2026-05-20 08:16,89
Aundh,Pune,18.515697,73.814343,moderate,high,low,False,1,4,robbery,2026-06-18 15:51,70
Pimpri,Pune,18.527742,73.746173,poor,high,high,False,34,8,none,2026-06-03 06:26,18
Hinjewadi,Pune,18.464724,73.88571,moderate,medium,medium,True,0,8,harassment,2026-08-31 14:41,51
Kharadi,Pune,18.552887,73.775671,good,low,low,True,36,2,none,2026-02-01 16:05,79
Hinjewadi,Pune,18.463288,73.920352,moderate,medium,high,True,5,7,snatching,2026-10-21 10:53,39
Wakad,Pune,18.522733,73.705421,moderate,low,low,True,38,5,none,2026-03-18 22:02,60
Camp,Pune,18.561197,73.772959,good,high,high,True,17,2,theft,2026-05-16 11:45,64
Wakad,Pune,18.45155,73.906316,good,low,low,False,13,8,harassment,2026-01-15 13:11,53
Pashan,Pune,18.522293,73.734055,moderate,low,medium,False,12,1,harassment,2026-02-17 09:22,49
Hinjewadi,Pune,18.632572,73.874843,poor,low,medium,True,39,3,none,2026-10-16 11:24,41
Chinchwad,Pune,18.569288,73.796416,moderate,low,high,True,31,3,theft,2026-04-03 20:07,36
Pashan,Pune,18.58174,73.924064,poor,high,high,False,26,0,none,2026-06-17 18:09,42
Camp,Pune,18.59508,73.914183,poor,medium,medium,True,15,7,snatching,2026-10-23 21:43,44
Chinchwad,Pune,18.551152,73.880394,poor,medium,high,True,17,1,snatching,2026-07-21 14:17,47
Kharadi,Pune,18.558045,73.810613,poor,high,low,False,17,1,none,2026-02-13 16:57,69
Wakad,Pune,18.58502,73.916823,good,low,medium,True,3,7,theft,2026-01-01 09:51,49
Kothrud,Pune,18.613861,73.73919,moderate,high,medium,True,38,4,snatching,2026-06-17 19:30,63
Wakad,Pune,18.614494,73.918847,moderate,high,low,True,20,1,theft,2026-07-07 09:03,87
Shivaji Nagar,Pune,18.542003,73.843333,moderate,high,medium,True,21,4,harassment,2026-06-25 00:18,63
Viman Nagar,Pune,18.554242,73.792636,moderate,low,high,True,4,3,harassment,2026-03-30 23:13,36
Viman Nagar,Pune,18.54077,73.861657,good,medium,medium,True,7,5,robbery,2026-04-20 04:15,70
Camp,Pune,18.583803,73.736419,good,low,medium,True,3,3,harassment,2026-10-05 05:00,61
Baner,Pune,18.485465,73.911154,good,low,medium,False,36,6,harassment,2026-02-20 16:45,44
Pashan,Pune,18.537432,73.775584,good,high,high,True,28,1,none,2026-05-19 00:02,67
Wakad,Pune,18.502986,73.731796,moderate,high,medium,False,34,1,harassment,2026-05-15 12:06,64
Viman Nagar,Pune,18.614,73.797558,good,high,medium,False,20,6,snatching,2026-09-21 01:23,59
Kothrud,Pune,18.512732,73.741761,good,medium,high,True,23,0,theft,2026-03-09 18:36,70
Yerwada,Pune,18.522719,73.704522,good,high,high,False,25,1,snatching,2026-10-12 19:31,59
Kothrud,Pune,18.496793,73.771564,poor,high,high,True,9,2,harassment,2026-07-02 00:08,44
Pimpri,Pune,18.564641,73.775243,moderate,low,low,True,19,2,theft,2026-07-11 18:50,69
Baner,Pune,18.504641,73.779505,poor,high,medium,True,20,1,harassment,2026-03-29 09:58,62
Shivaji Nagar,Pune,18.615472,73.723411,poor,low,low,True,5,2,theft,2026-11-02 07:25,59
Hinjewadi,Pune,18.642278,73.924407,good,high,high,True,25,1,harassment,2026-06-07 05:39,67
Hinjewadi,Pune,18.596287,73.825646,moderate,low,high,True,35,8,robbery,2026-10-16 09:17,21
Camp,Pune,18.498632,73.880162,moderate,low,high,True,30,2,snatching,2026-09-23 23:48,39
Hadapsar,Pune,18.517049,73.776829,good,high,medium,True,24,3,harassment,2026-08-02 12:38,76
MG Road,Pune,18.551488,73.949578,poor,medium,high,True,29,1,robbery,2026-08-22 21:19,47
Kharadi,Pune,18.602915,73.718282,moderate,medium,high,True,20,1,snatching,2026-02-13 00:12,57
Hadapsar,Pune,18.646182,73.872436,moderate,medium,low,True,30,3,theft,2026-11-15 11:37,81
Kothrud,Pune,18.538333,73.818289,moderate,high,medium,False,34,2,snatching,2026-12-04 15:18,61
Chinchwad,Pune,18.497618,73.866326,good,high,high,True,13,3,harassment,2026-08-25 12:33,61
Baner,Pune,18.467621,73.870307,poor,low,high,False,37,8,snatching,2026-10-24 08:26,3
Baner,Pune,18.606018,73.720358,poor,high,medium,False,2,1,theft,2026-08-02 10:58,54
Viman Nagar,Pune,18.524285,73.711877,moderate,high,high,True,8,3,theft,2026-02-09 22:57,51
Yerwada,Pune,18.4827,73.905167,good,low,medium,False,22,1,robbery,2026-08-04 03:18,59
Shivaji Nagar,Pune,18.474525,73.811481,poor,medium,medium,False,19,1,theft,2026-02-28 16:07,54
Pimpri,Pune,18.644435,73.774762,moderate,high,low,True,40,4,harassment,2026-03-23 17:52,78
Camp,Pune,18.530831,73.726579,good,low,high,True,14,4,robbery,2026-05-30 17:37,43
Hinjewadi,Pune,18.484829,73.748769,poor,medium,low,False,38,8,snatching,2026-08-13 01:30,48
MG Road,Pune,18.486288,73.706153,good,medium,high,False,6,3,robbery,2026-06-18 09:17,53
Chinchwad,Pune,18.451978,73.905556,good,high,low,True,34,8,robbery,2026-10-21 17:27,76
Pashan,Pune,18.457066,73.862523,poor,low,high,True,0,5,robbery,2026-04-20 01:47,20
Baner,Pune,18.559439,73.722364,good,high,low,True,3,3,robbery,2026-01-24 14:34,91
Pimpri,Pune,18.643895,73.830206,poor,medium,high,True,14,8,theft,2026-03-16 16:20,26
Hadapsar,Pune,18.503503,73.702543,good,high,medium,False,0,3,snatching,2026-02-26 22:59,68
Aundh,Pune,18.451982,73.798385,good,high,low,True,7,0,robbery,2026-08-10 03:22,100
Chinchwad,Pune,18.626624,73.729063,moderate,high,low,True,24,5,theft,2026-05-14 18:55,75
Baner,Pune,18.535542,73.750861,moderate,high,low,True,13,4,none,2026-06-13 10:31,78
Kothrud,Pune,18.527347,73.803199,poor,medium,high,True,4,6,none,2026-03-23 03:32,32
Wakad,Pune,18.591472,73.798173,moderate,medium,low,False,3,8,theft,2026-05-13 03:37,58
Pimpri,Pune,18.495874,73.909309,moderate,low,high,True,38,4,harassment,2026-10-04 06:31,33
Kothrud,Pune,18.552373,73.727107,poor,low,high,True,2,7,theft,2026-08-24 01:47,14
Yerwada,Pune,18.537344,73.901887,good,high,high,False,3,2,snatching,2026-03-06 21:18,56
Hadapsar,Pune,18.467537,73.823774,good,high,medium,True,38,7,robbery,2026-07-06 17:01,64
Camp,Pune,18.637074,73.872748,good,high,low,False,8,5,theft,2026-07-09 11:14,77
Chinchwad,Pune,18.491021,73.928943,good,high,low,False,8,4,none,2026-01-14 20:18,80
Viman Nagar,Pune,18.530032,73.830944,good,medium,high,False,18,0,robbery,2026-05-03 03:34,62
Kothrud,Pune,18.456685,73.837629,good,low,high,True,18,3,none,2026-09-25 08:26,46
Pashan,Pune,18.533304,73.802867,poor,medium,high,False,12,5,theft,2026-06-23 15:41,27
Aundh,Pune,18.60416,73.810285,poor,high,low,False,16,8,snatching,2026-07-22 08:53,48
Viman Nagar,Pune,18.46206,73.889259,moderate,medium,medium,False,8,4,harassment,2026-04-21 13:19,55
Kharadi,Pune,18.569694,73.864347,good,high,medium,False,19,2,robbery,2026-02-13 01:52,71
Aundh,Pune,18.52068,73.870733,good,low,medium,True,8,8,theft,2026-08-23 05:44,46
MG Road,Pune,18.648427,73.797021,good,high,low,False,8,7,robbery,2026-07-23 20:30,71
Kothrud,Pune,18.645476,73.837399,poor,high,low,True,19,5,snatching,2026-11-01 18:29,65
MG Road,Pune,18.470225,73.800321,moderate,medium,high,False,8,1,theft,2026-06-22 11:04,49
Viman Nagar,Pune,18.625819,73.735584,moderate,high,high,True,40,7,snatching,2026-08-21 10:52,39
Wakad,Pune,18.452534,73.854545,moderate,low,high,False,3,5,harassment,2026-09-22 13:17,22
Pashan,Pune,18.522816,73.78458,good,high,high,False,26,1,robbery,2026-02-20 15:11,59
Hinjewadi,Pune,18.513538,73.845925,poor,low,medium,True,27,8,robbery,2026-12-07 10:44,26
Hinjewadi,Pune,18.499021,73.702151,poor,low,high,True,31,8,snatching,2026-11-10 00:18,11
Pimpri,Pune,18.571673,73.84154,good,medium,medium,False,39,0,harassment,2026-03-04 22:59,77
Hinjewadi,Pune,18.548373,73.788331,good,medium,medium,True,7,0,snatching,2026-01-30 09:28,85
Pimpri,Pune,18.534703,73.879562,poor,medium,high,False,18,3,theft,2026-08-17 08:56,33
Chinchwad,Pune,18.488621,73.825482,good,high,medium,False,12,3,robbery,2026-05-04 16:19,68
Shivaji Nagar,Pune,18.505847,73.767493,poor,low,high,True,20,1,theft,2026-10-26 21:46,32
Baner,Pune,18.624474,73.724316,poor,low,medium,False,10,0,robbery,2026-03-05 21:07,42
Wakad,Pune,18.52791,73.855327,moderate,high,medium,True,4,7,robbery,2026-04-13 01:50,54
Pimpri,Pune,18.495561,73.893027,good,low,low,False,13,3,none,2026-08-20 20:09,68
Chinchwad,Pune,18.63026,73.82552,poor,low,low,True,30,6,robbery,2026-05-17 02:56,47
Hadapsar,Pune,18.555916,73.920041,moderate,low,medium,True,1,1,robbery,2026-04-18 22:21,57
Pashan,Pune,18.613789,73.762774,good,low,low,False,32,5,theft,2026-02-04 12:25,62
Baner,Pune,18.452412,73.932705,good,medium,medium,False,9,8,none,2026-07-14 14:06,53
Kothrud,Pune,18.45403,73.750322,poor,medium,high,True,27,7,theft,2026-02-08 16:03,29
Hinjewadi,Pune,18.525206,73.844297,good,high,medium,False,1,0,theft,2026-09-10 18:31,77
Shivaji Nagar,Pune,18.534592,73.781664,poor,medium,high,True,16,3,harassment,2026-03-22 16:01,41
Camp,Pune,18.638613,73.835632,moderate,medium,low,False,5,1,snatching,2026-09-18 02:40,79
Hinjewadi,Pune,18.454406,73.795503,moderate,high,low,False,13,7,harassment,2026-05-17 16:05,61
MG Road,Pune,18.470036,73.88528,poor,high,low,True,18,3,theft,2026-12-03 02:22,71
Kothrud,Pune,18.457058,73.723576,good,high,medium,True,18,0,harassment,2026-03-24 15:58,85
Kharadi,Pune,18.554058,73.718575,good,low,high,True,26,7,theft,2026-10-28 19:02,34
Kharadi,Pune,18.52896,73.792155,moderate,low,medium,False,8,7,robbery,2026-09-25 14:53,31
Kharadi,Pune,18.496589,73.741008,moderate,high,low,False,16,5,theft,2026-12-04 10:48,67
Kothrud,Pune,18.575652,73.727566,poor,low,high,False,38,4,snatching,2026-07-24 11:39,15
MG Road,Pune,18.609483,73.75519,good,low,low,True,19,6,snatching,2026-02-06 14:39,67
Kharadi,Pune,18.596208,73.834464,moderate,medium,low,True,17,5,harassment,2026-09-18 23:14,75
Chinchwad,Pune,18.532415,73.827531,moderate,medium,high,True,7,1,snatching,2026-10-18 14:34,57
Hadapsar,Pune,18.505867,73.935319,moderate,medium,medium,False,29,0,robbery,2026-02-23 05:41,67
Aundh,Pune,18.645893,73.771157,good,medium,high,False,20,1,theft,2026-05-14 16:18,59
Shivaji Nagar,Pune,18.461085,73.730149,moderate,high,high,True,5,5,snatching,2026-03-14 09:12,45
Aundh,Pune,18.642196,73.914183,poor,low,medium,True,32,4,harassment,2026-01-19 09:43,38
Kothrud,Pune,18.457926,73.933218,moderate,high,medium,False,18,7,theft,2026-11-25 01:12,46
Pashan,Pune,18.540255,73.75749,good,medium,low,True,14,8,robbery,2026-06-30 09:00,76
Kharadi,Pune,18.512274,73.844674,moderate,high,medium,False,30,4,theft,2026-05-16 18:38,55
Kharadi,Pune,18.628235,73.94292,moderate,high,high,True,37,7,snatching,2026-05-16 16:12,39
Hadapsar,Pune,18.487388,73.844457,poor,low,high,True,3,8,harassment,2026-08-04 15:19,11
Camp,Pune,18.528669,73.818068,poor,high,low,False,4,0,robbery,2026-11-26 17:11,72
Camp,Pune,18.613985,73.766843,moderate,low,medium,True,38,7,theft,2026-10-15 19:45,39
Kharadi,Pune,18.627268,73.775797,moderate,medium,low,False,40,2,theft,2026-12-04 16:14,76
Kharadi,Pune,18.537551,73.871814,good,medium,medium,False,19,1,harassment,2026-02-04 14:21,74
Hadapsar,Pune,18.553899,73.736328,moderate,medium,high,False,16,7,theft,2026-07-26 15:25,31
Baner,Pune,18.487003,73.731577,poor,medium,low,True,20,2,snatching,2026-11-03 12:32,74
Pimpri,Pune,18.459535,73.932481,good,medium,low,False,17,3,theft,2026-11-29 22:28,83
Wakad,Pune,18.626402,73.752986,moderate,low,medium,True,11,1,harassment,2026-05-20 01:52,57
Camp,Pune,18.587914,73.912525,good,high,low,True,38,8,harassment,2026-02-05 07:33,76
Pimpri,Pune,18.543558,73.810619,good,high,low,True,13,3,none,2026-08-20 07:10,91
Shivaji Nagar,Pune,18.547753,73.82188,poor,low,low,False,15,8,snatching,2026-07-19 13:07,33
Viman Nagar,Pune,18.5825,73.918283,poor,high,low,False,18,4,theft,2026-08-19 01:48,60
Pashan,Pune,18.60113,73.74069,poor,low,high,False,35,1,snatching,2026-08-06 14:07,24
Hinjewadi,Pune,18.567885,73.764525,good,medium,high,False,9,5,snatching,2026-02-07 10:25,47
Camp,Pune,18.498937,73.724713,good,medium,medium,True,35,5,snatching,2026-04-30 06:21,70
Wakad,Pune,18.480272,73.711088,poor,medium,medium,True,40,1,none,2026-10-12 22:02,62
Pashan,Pune,18.485883,73.944169,moderate,low,low,True,35,7,snatching,2026-10-28 13:08,54
Viman Nagar,Pune,18.453943,73.888627,moderate,low,low,True,5,7,none,2026-10-27 20:24,54
Pashan,Pune,18.500168,73.867037,poor,medium,medium,False,21,1,theft,2026-05-24 21:36,54
Kharadi,Pune,18.570846,73.847249,moderate,medium,medium,True,4,0,harassment,2026-06-09 06:53,75
